Present_Transcription	Past_Transcription	Count	Present_Orthography	Past_Orthography	Regular_or_Irregular
p.ɹ.ɪ.d.ɑ.m.ʌ.n.eɪ.t	p.ɹ.ɪ.d.ɑ.m.ʌ.n.eɪ.t.ɪ.d	60	predominate	predominated	reg
ɹ.i.oʊ.p.ʌ.n	ɹ.i.oʊ.p.ʌ.n.d	60	reopen	reopened	reg
ɹ.ɪ.d.ʌ.k.j.u.l	ɹ.ɪ.d.ʌ.k.j.u.l.d	60	ridicule	ridiculed	reg
s.ʌ.l.u.t	s.ʌ.l.u.t.ʌ.d	60	salute	saluted	reg
ʃ.æ.d.oʊ	ʃ.æ.d.oʊ.d	60	shadow	shadowed	reg
s.oʊ.ʃ.ʌ.l.aɪ.z	s.oʊ.ʃ.ʌ.l.aɪ.z.d	60	socialize	socialized	reg
s.p.l.ɪ.n.t.ɚ	s.p.l.ɪ.n.t.ɚ.d	60	splinter	splintered	reg
s.u.p.ɚ.s.i.d	s.u.p.ɚ.s.i.d.ʌ.d	60	supersede	superseded	reg
t.aɪ.l	t.aɪ.l.d	60	tile	tiled	reg
t.ɹ.æ.n.s.p.aɪ.ɚ	t.ɹ.æ.n.s.p.aɪ.ɚ.d	60	transpire	transpired	reg
b.ɛ.l.tʃ	b.ɛ.l.tʃ.t	59	belch	belched	reg
b.ʌ.k	b.ʌ.k.t	59	buck	bucked	reg
b.ʌ.n.tʃ	b.ʌ.n.tʃ.t	59	bunch	bunched	reg
k.l.ɛ.n.z	k.l.ɛ.n.z.d	59	cleanse	cleansed	reg
d.ɪ.s.t.ɹ.ʌ.s.t	d.ɪ.s.t.ɹ.ʌ.s.t.ʌ.d	59	distrust	distrusted	reg
d.ɹ.ʌ.g	d.ɹ.ʌ.g.d	59	drug	drugged	reg
ɪ.n.f.l.eɪ.t	ɪ.n.f.l.eɪ.t.ɪ.d	59	inflate	inflated	reg
dʒ.ʌ.m.b.ʌ.l	dʒ.ʌ.m.b.ʌ.l.d	59	jumble	jumbled	reg
l.ʌ.n.dʒ	l.ʌ.n.dʒ.d	59	lunge	lunged	reg
m.j.u.z	m.j.u.z.d	59	muse	mused	reg
f.ɹ.eɪ.z	f.ɹ.eɪ.z.d	59	phrase	phrased	reg
p.ɹ.eɪ	p.ɹ.eɪ.d	59	prey	preyed	reg
ɹ.æ.m	ɹ.æ.m.d	59	ram	rammed	reg
s.æ.d.ʌ.n	s.æ.d.ʌ.n.d	59	sadden	saddened	reg
s.k.ɪ.d	s.k.ɪ.d.ʌ.d	59	skid	skidded	reg
s.t.ʌ.d	s.t.ʌ.d.ɪ.d	59	stud	studded	reg
t.ɹ.aɪ.ʌ.m.f	t.ɹ.aɪ.ʌ.m.f.t	59	triumph	triumphed	reg
ʌ.v.ɛ.n.dʒ	ʌ.v.ɛ.n.dʒ.d	58	avenge	avenged	reg
b.ɹ.eɪ.k	b.ɹ.eɪ.k.t	58	brake	braked	reg
d.ɪ.l.u.d	d.ɪ.l.u.d.ɪ.d	58	delude	deluded	reg
d.ɪ.n.oʊ.t	d.ɪ.n.oʊ.t.ʌ.d	58	denote	denoted	reg
d.ʌ.b	d.ʌ.b.d	58	dub	dubbed	reg
ɛ.n.t.æ.ŋ.g.ʌ.l	ɛ.n.t.æ.ŋ.g.ʌ.l.d	58	entangle	entangled	reg
ɪ.g.z.u.d	ɪ.g.z.u.d.ɪ.d	58	exude	exuded	reg
h.ɛ.dʒ	h.ɛ.dʒ.d	58	hedge	hedged	reg
p.ɪ.k.ʌ.l	p.ɪ.k.ʌ.l.d	58	pickle	pickled	reg
ɹ.ɛ.l.ʌ.g.eɪ.t	ɹ.ɛ.l.ʌ.g.eɪ.t.ɪ.d	58	relegate	relegated	reg
ɹ.i.p.l.eɪ	ɹ.i.p.l.eɪ.d	58	replay	replayed	reg
s.k.ɔ.f	s.k.ɔ.f.t	58	scoff	scoffed	reg
s.n.i.z	s.n.i.z.d	58	sneeze	sneezed	reg
t.ɔɪ.l	t.ɔɪ.l.d	58	toil	toiled	reg
t.oʊ.t.ʌ.l	t.oʊ.t.ʌ.l.d	58	total	totalled	reg
t.w.ɚ.l	t.w.ɚ.l.d	58	twirl	twirled	reg
w.ɔ.ɹ.ʌ.n.t	w.ɔ.ɹ.ʌ.n.t.ɪ.d	58	warrant	warranted	reg
æ.ŋ.g.ʌ.l	æ.ŋ.g.ʌ.l.d	57	angle	angled	reg
b.ɛ.d	b.ɛ.d.ɪ.d	57	bed	bedded	reg
s.ʌ.m.ɛ.n.t	s.ɪ.m.ɛ.n.t.ɪ.d	57	cement	cemented	reg
k.ʌ.m.ɛ.m.ɚ.eɪ.t	k.ʌ.m.ɛ.m.ɚ.eɪ.t.ɪ.d	57	commemorate	commemorated	reg
k.ʌ.m.p.j.u.t.ɚ.aɪ.z	k.ʌ.m.p.j.u.t.ɚ.aɪ.z.d	57	computerize	computerized	reg
k.ɑ.n	k.ɑ.n.d	57	con	conned	reg
d.ɪ.s.ʌ.b.eɪ	d.ɪ.s.oʊ.b.eɪ.d	57	disobey	disobeyed	reg
ɪ.k.s.t.ɪ.ŋ.g.w.ɪ.ʃ	ɪ.k.s.t.ɪ.ŋ.g.w.ɪ.ʃ.t	57	extinguish	extinguished	reg
f.l.æ.g	f.l.æ.g.d	57	flag	flagged	reg
g.ɹ.aʊ.n.d	g.ɹ.aʊ.n.d.ɪ.d	57	ground	grounded	reg
m.ɪ.ɹ.ɚ	m.ɪ.ɹ.ɚ.d	57	mirror	mirrored	reg
n.ɛ.s.ʌ.l	n.ɛ.s.ʌ.l.d	57	nestle	nestled	reg
p.ɪ.t	p.ɪ.t.ʌ.d	57	pit	pitted	reg
p.aʊ.t	p.aʊ.t.ɪ.d	57	pout	pouted	reg
k.w.i.ɹ.i	k.w.ɪ.ɹ.i.d	57	query	queried	reg
ɹ.i.b.j.u.k	ɹ.ɪ.b.j.u.k.t	57	rebuke	rebuked	reg
ɹ.oʊ	ɹ.oʊ.d	57	row	rowed	reg
s.æ.m.p.ʌ.l	s.æ.m.p.ʌ.l.d	57	sample	sampled	reg
s.ɪ.k.ɹ.i.t	s.ʌ.k.ɹ.i.t.ʌ.d	57	secrete	secreted	reg
ʃ.ʌ.n	ʃ.ʌ.n.d	57	shun	shunned	reg
s.k.ɪ.n	s.k.ɪ.n.d	57	skin	skinned	reg
s.k.w.ɑ.n.d.ɚ	s.k.w.ɑ.n.d.ɚ.d	57	squander	squandered	reg
s.ʌ.b.d.u	s.ʌ.b.d.u.d	57	subdue	subdued	reg
ʌ.p.ɹ.u.t	ʌ.p.ɹ.u.t.ɪ.d	57	uproot	uprooted	reg
v.ɪ.ɹ	v.ɪ.ɹ.d	57	veer	veered	reg
w.ɔ.ɹ.p	w.ɔ.ɹ.p.t	57	warp	warped	reg
b.l.ɑ.s.ʌ.m	b.l.ɑ.s.ʌ.m.d	56	blossom	blossomed	reg
b.ɚ.d.ʌ.n	b.ɚ.d.ʌ.n.d	56	burden	burdened	reg
b.ʌ.s.t	b.ʌ.s.t.ɪ.d	56	bust	busted	reg
b.ɪ.z.i	b.ɪ.z.i.d	56	busy	busied	reg
k.eɪ.b.ʌ.l	k.eɪ.b.ʌ.l.d	56	cable	cabled	reg
k.æ.s.t.ɹ.eɪ.t	k.æ.s.t.ɹ.eɪ.t.ɪ.d	56	castrate	castrated	reg
k.ɔɪ.n	k.ɔɪ.n.d	56	coin	coined	reg
k.ɔ.ɹ.n.ɚ	k.ɔ.ɹ.n.ɚ.d	56	corner	cornered	reg
k.ɔ.ɹ.ʌ.l.eɪ.t	k.ɔ.ɹ.ʌ.l.eɪ.t.ʌ.d	56	correlate	correlated	reg
d.ɪ.p.ɔ.ɹ.t	d.ɪ.p.ɔ.ɹ.t.ʌ.d	56	deport	deported	reg
d.ɪ.m	d.ɪ.m.d	56	dim	dimmed	reg
ɪ.l.ɔ.ŋ.g.eɪ.t	ɪ.l.ɔ.ŋ.g.eɪ.t.ʌ.d	56	elongate	elongated	reg
ɪ.ɹ.æ.d.ʌ.k.eɪ.t	ɪ.ɹ.æ.d.ʌ.k.eɪ.t.ɪ.d	56	eradicate	eradicated	reg
h.u.t	h.u.t.ɪ.d	56	hoot	hooted	reg
aɪ.s	aɪ.s.t	56	ice	iced	reg
ɪ.m.p.ɛ.l	ɪ.m.p.ɛ.l.d	56	impel	impelled	reg
ɪ.m.p.l.ɪ.k.eɪ.t	ɪ.m.p.l.ɪ.k.eɪ.t.ɪ.d	56	implicate	implicated	reg
dʒ.oʊ.l.t	dʒ.oʊ.l.t.ɪ.d	56	jolt	jolted	reg
aʊ.t.l.ɔ	aʊ.t.l.ɔ.d	56	outlaw	outlawed	reg
p.ɑ.ɹ.tʃ	p.ɑ.ɹ.tʃ.t	56	parch	parched	reg
p.ɑ.ɹ.d.ʌ.n	p.ɑ.ɹ.d.ʌ.n.d	56	pardon	pardoned	reg
ɹ.ɪ.v.oʊ.l.t	ɹ.ɪ.v.oʊ.l.t.ɪ.d	56	revolt	revolted	reg
s.k.w.ɚ.t	s.k.w.ɚ.t.ʌ.d	56	squirt	squirted	reg
s.t.oʊ	s.t.oʊ.d	56	stow	stowed	reg
s.ɚ.p.æ.s	s.ɚ.p.æ.s.t	56	surpass	surpassed	reg
t.ɪ.ŋ.k.ʌ.l	t.ɪ.ŋ.k.ʌ.l.d	56	tinkle	tinkled	reg
w.aɪ.t.w.ɑ.ʃ	w.aɪ.t.w.ɑ.ʃ.t	56	whitewash	whitewashed	reg
tʃ.aɪ.m	tʃ.aɪ.m.d	55	chime	chimed	reg
k.ɑ.n.f.ʌ.s.k.eɪ.t	k.ɑ.n.f.ʌ.s.k.eɪ.t.ʌ.d	55	confiscate	confiscated	reg
k.ʌ.n.t.ɔ.ɹ.t	k.ʌ.n.t.ɔ.ɹ.t.ʌ.d	55	contort	contorted	reg
d.æ.m.p.ʌ.n	d.æ.m.p.ʌ.n.d	55	dampen	dampened	reg
ɛ.m.ʌ.g.ɹ.eɪ.t	ɛ.m.ʌ.g.ɹ.eɪ.t.ɪ.d	55	emigrate	emigrated	reg
ɛ.n.t.ɹ.ʌ.n.s	ɪ.n.t.ɹ.æ.n.s.t	55	entrance	entranced	reg
ɪ.k.s.ɛ.l	ɪ.k.s.ɛ.l.d	55	excel	excelled	reg
f.l.ɑ.k	f.l.ɑ.k.t	55	flock	flocked	reg
f.ɔ.ɹ.f.ɪ.t	f.ɔ.ɹ.f.ɪ.t.ɪ.d	55	forfeit	forfeited	reg
dʒ.eɪ.l	dʒ.eɪ.l.d	55	jail	jailed	reg
l.ʌ.m.ɛ.n.t	l.ʌ.m.ɛ.n.t.ɪ.d	55	lament	lamented	reg
m.ɛ.k.ʌ.n.aɪ.z	m.ɛ.k.ʌ.n.aɪ.z.d	55	mechanize	mechanized	reg
m.ʊ.ɹ	m.ʊ.ɹ.d	55	moor	moored	reg
ɔ.ɹ.i.ɛ.n.t	ɔ.ɹ.i.ɛ.n.t.ʌ.d	55	orient	oriented	reg
p.ɛ.d.ʌ.l	p.ɛ.d.ʌ.l.d	55	pedal	pedalled	reg
p.ɛ.n.ʌ.l.aɪ.z	p.i.n.ʌ.l.aɪ.z.d	55	penalize	penalized	reg
p.ɹ.oʊ.t.ɹ.æ.k.t	p.ɹ.oʊ.t.ɹ.æ.k.t.ɪ.d	55	protract	protracted	reg
s.t.ɛ.ɹ.i.oʊ.t.aɪ.p	s.t.ɛ.ɹ.i.oʊ.t.aɪ.p.t	55	stereotype	stereotyped	reg
b.ɪ.s.i.dʒ	b.ɪ.s.i.dʒ.d	54	besiege	besieged	reg
b.ɹ.aʊ.z	b.ɹ.aʊ.z.d	54	browse	browsed	reg
k.ɹ.oʊ	k.ɹ.oʊ.d	54	crow	crowed	reg
ɪ.k.s.p.aʊ.n.d	ɪ.k.s.p.aʊ.n.d.ʌ.d	54	expound	expounded	reg
f.l.aʊ.n.d.ɚ	f.l.aʊ.n.d.ɚ.d	54	flounder	floundered	reg
f.ɹ.æ.k.tʃ.ɚ	f.ɹ.æ.k.tʃ.ɚ.d	54	fracture	fractured	reg
g.æ.g	g.æ.g.d	54	gag	gagged	reg
g.ɑ.ɹ.d.ʌ.n	g.ɑ.ɹ.d.ʌ.n.d	54	garden	gardened	reg
g.ʌ.ʃ	g.ʌ.ʃ.t	54	gush	gushed	reg
aɪ.d.i.ʌ.l.aɪ.z	aɪ.d.i.ʌ.l.aɪ.z.d	54	idealize	idealized	reg
ɪ.n.d.aɪ.t	ɪ.n.d.aɪ.t.ɪ.d	54	indict	indicted	reg
m.i.d.i.eɪ.t	m.i.d.i.eɪ.t.ɪ.d	54	mediate	mediated	reg
p.j.ʊ.ɹ.ʌ.f.aɪ	p.j.ʊ.ɹ.ʌ.f.aɪ.d	54	purify	purified	reg
ɹ.æ.v.ɪ.dʒ	ɹ.æ.v.ɪ.dʒ.d	54	ravage	ravaged	reg
ɹ.i.l.eɪ	ɹ.i.l.eɪ.d	54	relay	relayed	reg
ɹ.i.t.ɹ.æ.k.t	ɹ.i.t.ɹ.æ.k.t.ʌ.d	54	retract	retracted	reg
θ.ɔ	θ.ɔ.d	54	thaw	thawed	reg
t.ɹ.æ.v.ɚ.s	t.ɹ.æ.v.ɚ.s.t	54	traverse	traversed	reg
w.ɪ.l.t	w.ɪ.l.t.ɪ.d	54	wilt	wilted	reg
b.ɹ.æ.n.tʃ	b.ɹ.æ.n.tʃ.t	53	branch	branched	reg
d.ɪ.dʒ.ɛ.n.ɚ.ʌ.t	d.ɪ.dʒ.ɛ.n.ɚ.eɪ.t.ɪ.d	53	degenerate	degenerated	reg
d.ɪ.s.t.ɪ.l	d.ɪ.s.t.ɪ.l.d	53	distil	distilled	reg
ɛ.tʃ	ɛ.tʃ.t	53	etch	etched	reg
f.aʊ.l	f.aʊ.l.d	53	foul	fouled	reg
m.ɔ.l	m.ɔ.l.d	53	maul	mauled	reg
m.ɪ.s.t.ʌ.f.aɪ	m.ɪ.s.t.ʌ.f.aɪ.d	53	mystify	mystified	reg
n.ɔ.z.i.eɪ.t	n.ɔ.z.i.eɪ.t.ʌ.d	53	nauseate	nauseated	reg
oʊ.v.ɚ.ɹ.aɪ.d	oʊ.v.ɚ.ɹ.oʊ.d	53	override	overrode	irreg
p.ɚ.m.i.eɪ.t	p.ɚ.m.i.eɪ.t.ɪ.d	53	permeate	permeated	reg
p.ɪ.k.ɪ.t	p.ɪ.k.ʌ.t.ɪ.d	53	picket	picketed	reg
p.ɪ.t.i	p.ɪ.t.i.d	53	pity	pitied	reg
ɹ.ɛ.m.ʌ.d.i	ɹ.ɛ.m.ʌ.d.i.d	53	remedy	remedied	reg
ɹ.ʌ.s.t	ɹ.ʌ.s.t.ʌ.d	53	rust	rusted	reg
s.ɚ.m.aʊ.n.t	s.ɚ.m.aʊ.n.t.ɪ.d	53	surmount	surmounted	reg
b.eɪ.l	b.eɪ.l.d	52	bail	bailed	reg
b.ɹ.æ.n.d	b.ɹ.æ.n.d.ɪ.d	52	brand	branded	reg
k.ɑ.ɹ.t	k.ɑ.ɹ.t.ɪ.d	52	cart	carted	reg
k.l.ɑ.t	k.l.ɑ.t.ʌ.d	52	clot	clotted	reg
g.l.u	g.l.u.d	52	glue	glued	reg
h.ɪ.n.dʒ	h.ɪ.n.dʒ.d	52	hinge	hinged	reg
oʊ.v.ɚ.ʃ.æ.d.oʊ	oʊ.v.ɚ.ʃ.æ.d.oʊ.d	52	overshadow	overshadowed	reg
ɹ.i.d.ɪ.s.t.ɹ.ɪ.b.j.u.t	ɹ.i.d.ɪ.s.t.ɹ.ɪ.b.j.u.t.ɪ.d	52	redistribute	redistributed	reg
ɹ.i.l.ɪ.v	ɹ.i.l.ɪ.v.d	52	relive	relived	reg
ɹ.ɪ.p.i.l	ɹ.ɪ.p.i.l.d	52	repeal	repealed	reg
ɹ.i.p.j.u.d.i.eɪ.t	ɹ.i.p.j.u.d.i.eɪ.t.ʌ.d	52	repudiate	repudiated	reg
ʃ.oʊ.l.d.ɚ	ʃ.oʊ.l.d.ɚ.d	52	shoulder	shouldered	reg
t.ɹ.æ.m.p	t.ɹ.æ.m.p.t	52	tramp	tramped	reg
t.ɹ.u.p	t.ɹ.u.p.t	52	troop	trooped	reg
t.ɹ.ʌ.n.d.ʌ.l	t.ɹ.ʌ.n.d.ʌ.l.d	52	trundle	trundled	reg
ʌ.n.v.eɪ.l	ʌ.n.v.eɪ.l.d	52	unveil	unveiled	reg
w.ɑ.l.oʊ	w.ɑ.l.oʊ.d	52	wallow	wallowed	reg
æ.p.ɹ.ɪ.h.ɛ.n.d	æ.p.ɹ.ɪ.h.ɛ.n.d.ʌ.d	51	apprehend	apprehended	reg
ʌ.p.ɹ.oʊ.p.ɹ.i.ʌ.t	ʌ.p.ɹ.oʊ.p.ɹ.i.eɪ.t.ɪ.d	51	appropriate	appropriated	reg
k.ɑ.n.f.aʊ.n.d	k.ʌ.n.f.aʊ.n.d.ɪ.d	51	confound	confounded	reg
d.ɪ.s.aɪ.f.ɚ	d.ɪ.s.aɪ.f.ɚ.d	51	decipher	deciphered	reg
d.ɪ.s.ʌ.p.ɔɪ.n.t	d.ɪ.s.ʌ.p.ɔɪ.n.t.ɪ.d	51	disappoint	disappointed	reg
ɪ.l.æ.p.s	ɪ.l.æ.p.s.t	51	elapse	elapsed	reg
ɛ.ɹ	ɛ.ɹ.d	51	err	erred	reg
f.ɛ.ɹ	f.ɛ.ɹ.d	51	fare	fared	reg
f.ɚ.m.ɛ.n.t	f.ɚ.m.ɛ.n.t.ʌ.d	51	ferment	fermented	reg
f.ɹ.eɪ	f.ɹ.eɪ.d	51	fray	frayed	reg
g.ɑ.l.f	g.ɑ.l.f.t	51	golf	golfed	reg
ɪ.n.t.ɚ.s.p.ɚ.s	ɪ.n.t.ɚ.s.p.ɚ.s.t	51	intersperse	interspersed	reg
p.ɛ.g	p.ɛ.g.d	51	peg	pegged	reg
s.k.æ.m.p.ɚ	s.k.æ.m.p.ɚ.d	51	scamper	scampered	reg
s.ɪ.n.θ.ʌ.s.aɪ.z	s.ɪ.n.θ.ɪ.s.aɪ.z.d	51	synthesize	synthesized	reg
t.ɹ.æ.n.s.p.l.æ.n.t	t.ɹ.æ.n.s.p.l.æ.n.t.ɪ.d	51	transplant	transplanted	reg
ʌ.s.eɪ.l	ʌ.s.eɪ.l.d	50	assail	assailed	reg
b.oʊ.l.s.t.ɚ	b.oʊ.l.s.t.ɚ.d	50	bolster	bolstered	reg
b.ɔɪ.k.ɑ.t	b.ɔɪ.k.ɑ.t.ɪ.d	50	boycott	boycotted	reg
b.ɹ.eɪ.d	b.ɹ.eɪ.d.ɪ.d	50	braid	braided	reg
k.ʌ.m.j.u.t	k.ʌ.m.j.u.t.ɪ.d	50	commute	commuted	reg
k.ɔ.ɹ.ʌ.g.eɪ.t	k.ɔ.ɹ.ʌ.g.eɪ.t.ʌ.d	50	corrugate	corrugated	reg
d.æ.m.p	d.æ.m.p.t	50	damp	damped	reg
f.l.ɔ.n.t	f.l.ɔ.n.t.ɪ.d	50	flaunt	flaunted	reg
l.ʌ.l	l.ʌ.l.d	50	lull	lulled	reg
p.ɛ.ɹ	p.ɛ.ɹ.d	50	pair	paired	reg
p.ɚ.v.ɚ.t	p.ɚ.v.ɚ.t.ɪ.d	50	pervert	perverted	reg
p.ɑ.k.ʌ.t	p.ɑ.k.ʌ.t.ɪ.d	50	pocket	pocketed	reg
ɹ.ɛ.k.ʌ.l.ɛ.k.t	ɹ.ɛ.k.ʌ.l.ɛ.k.t.ɪ.d	50	recollect	recollected	reg
s.aɪ.t	s.aɪ.t.ʌ.d	50	sight	sighted	reg
s.aɪ.z	s.aɪ.z.d	50	size	sized	reg
s.l.æ.n.t	s.l.æ.n.t.ʌ.d	50	slant	slanted	reg
s.p.æ.t.ɚ	s.p.æ.t.ɚ.d	50	spatter	spattered	reg
s.t.ɹ.æ.d.ʌ.l	s.t.ɹ.æ.d.ʌ.l.d	50	straddle	straddled	reg
t.ɛ.ɹ.ʌ.ɹ.aɪ.z	t.ɛ.ɹ.ʌ.ɹ.aɪ.z.d	50	terrorize	terrorized	reg
ʌ.n.dʒ.ʌ.l.eɪ.t	ʌ.n.dʒ.ʌ.l.eɪ.t.ʌ.d	50	undulate	undulated	reg
b.ɹ.eɪ.n.w.ɑ.ʃ	b.ɹ.eɪ.n.w.ɑ.ʃ.t	49	brainwash	brainwashed	reg
b.ɹ.ɪ.m	b.ɹ.ɪ.m.d	49	brim	brimmed	reg
b.ʊ.tʃ.ɚ	b.ʊ.tʃ.ɚ.d	49	butcher	butchered	reg
tʃ.ɑ.ɹ	tʃ.ɑ.ɹ.d	49	char	charred	reg
k.ʌ.l	k.ʌ.l.d	49	cull	culled	reg
d.ɪ.s.ɛ.n.t.ɹ.ʌ.l.aɪ.z	d.ɪ.s.ɛ.n.t.ɹ.ʌ.l.aɪ.z.d	49	decentralize	decentralized	reg
d.ɪ.f.j.u.s	d.ɪ.f.j.u.z.d	49	diffuse	diffused	reg
d.ɪ.s.g.ɹ.eɪ.s	d.ɪ.s.g.ɹ.eɪ.s.t	49	disgrace	disgraced	reg
ɛ.m.b.ɪ.t.ɚ	ɛ.m.b.ɪ.t.ɚ.d	49	embitter	embittered	reg
ɪ.m.p.aʊ.ɚ	ɪ.m.p.aʊ.ɚ.d	49	empower	empowered	reg
f.ɔ.ɹ.k	f.ɔ.ɹ.k.t	49	fork	forked	reg
f.ɔ.ɹ.m.ʌ.l.aɪ.z	f.ɔ.ɹ.m.ʌ.l.aɪ.z.d	49	formalize	formalized	reg
f.ɹ.i.k.w.ʌ.n.t	f.ɹ.i.k.w.ʌ.n.t.ɪ.d	49	frequent	frequented	reg
ɪ.n.s.t.ɪ.t.u.t	ɪ.n.s.t.ɪ.t.u.t.ɪ.d	49	institute	instituted	reg
l.ɛ.v.i	l.ɛ.v.i.d	49	levy	levied	reg
l.oʊ.k.ʌ.l.aɪ.z	l.oʊ.k.ʌ.l.aɪ.z.d	49	localize	localized	reg
p.oʊ.l.ɚ.aɪ.z	p.oʊ.l.ɚ.aɪ.z.d	49	polarize	polarized	reg
p.ɹ.oʊ.l.ɪ.f.ɚ.eɪ.t	p.ɹ.ʌ.l.ɪ.f.ɚ.eɪ.t.ɪ.d	49	proliferate	proliferated	reg
ɹ.i.ʌ.f.ɚ.m	ɹ.i.ʌ.f.ɚ.m.d	49	reaffirm	reaffirmed	reg
ɹ.i.s.ɚ.tʃ	ɹ.i.s.ɚ.tʃ.t	49	research	researched	reg
s.p.ɹ.ɪ.n.t	s.p.ɹ.ɪ.n.t.ɪ.d	49	sprint	sprinted	reg
s.t.ʌ.m.p	s.t.ʌ.m.p.t	49	stump	stumped	reg
s.w.i.t.ʌ.n	s.w.i.t.ʌ.n.d	49	sweeten	sweetened	reg
t.ɪ.n.dʒ	t.ɪ.ŋ.d	49	tinge	tinged	reg
ʌ.n.ɹ.oʊ.l	ʌ.n.ɹ.oʊ.l.d	49	unroll	unrolled	reg
j.u.s.ɚ.p	j.u.s.ɚ.p.t	49	usurp	usurped	reg
v.ɛ.t	v.ɛ.t.ɪ.d	49	vet	vetted	reg
æ.m.b.ʊ.ʃ	æ.m.b.ʊ.ʃ.t	48	ambush	ambushed	reg
b.ɑ.m.b.ɑ.ɹ.d	b.ɑ.m.b.ɑ.ɹ.d.ɪ.d	48	bombard	bombarded	reg
d.ɛ.l.ʌ.g.eɪ.t	d.ɛ.l.ʌ.g.eɪ.t.ʌ.d	48	delegate	delegated	reg
d.ɪ.s.ɛ.m.ʌ.n.eɪ.t	d.ɪ.s.ɛ.m.ʌ.n.eɪ.t.ʌ.d	48	disseminate	disseminated	reg
ɛ.n.l.aɪ.t.ʌ.n	ɛ.n.l.aɪ.t.ʌ.n.d	48	enlighten	enlightened	reg
ɛ.n.l.aɪ.v.ʌ.n	ɛ.n.l.aɪ.v.ʌ.n.d	48	enliven	enlivened	reg
f.ɛ.ð.ɚ	f.ɛ.ð.ɚ.d	48	feather	feathered	reg
f.ʌ.l.eɪ	f.ɪ.l.ʌ.t.ɪ.d	48	fillet	filleted	reg
g.æ.s	g.æ.s.t	48	gas	gassed	reg
g.l.ɔ.ɹ.ʌ.f.aɪ	g.l.ɔ.ɹ.ʌ.f.aɪ.d	48	glorify	glorified	reg
ɪ.n.t.ɚ.t.w.aɪ.n	ɪ.n.t.ɚ.t.w.aɪ.n.d	48	intertwine	intertwined	reg
l.ɛ.dʒ.ɪ.s.l.eɪ.t	l.ɛ.dʒ.ʌ.s.l.eɪ.t.ʌ.d	48	legislate	legislated	reg
m.eɪ.m	m.eɪ.m.d	48	maim	maimed	reg
m.ɑ.d.ɚ.ʌ.t	m.ɑ.d.ɚ.eɪ.t.ɪ.d	48	moderate	moderated	reg
oʊ.v.ɚ.ɛ.s.t.ʌ.m.eɪ.t	oʊ.v.ɚ.ɛ.s.t.ʌ.m.eɪ.t.ɪ.d	48	overestimate	overestimated	reg
p.l.ʌ.m.p	p.l.ʌ.m.p.t	48	plump	plumped	reg
p.ɚ.p.ɔ.ɹ.t	p.ɚ.p.ɔ.ɹ.t.ɪ.d	48	purport	purported	reg
s.k.eɪ.t	s.k.eɪ.t.ɪ.d	48	skate	skated	reg
s.t.i.l	s.t.i.l.d	48	steel	steeled	reg
t.ɹ.ɪ.k	t.ɹ.ɪ.k.t	48	trick	tricked	reg
v.eɪ.k.eɪ.t	v.eɪ.k.eɪ.t.ʌ.d	48	vacate	vacated	reg
w.ɑ.f.t	w.ɑ.f.t.ɪ.d	48	waft	wafted	reg
j.æ.ŋ.k	j.æ.ŋ.k.t	48	yank	yanked	reg
ɑ	ɔ.d	47	awe	awed	reg
b.ɪ.l.ɪ.t.ʌ.l	b.ɪ.l.ɪ.t.ʌ.l.d	47	belittle	belittled	reg
b.ɪ.l	b.ɪ.l.d	47	bill	billed	reg
b.ʌ.dʒ	b.ʌ.dʒ.d	47	budge	budged	reg
b.ʌ.t.ɚ	b.ʌ.t.ɚ.d	47	butter	buttered	reg
k.ɹ.ɪ.n.dʒ	k.ɹ.ɪ.n.dʒ.d	47	cringe	cringed	reg
d.ɪ.s.p.ɹ.u.v	d.ɪ.s.p.ɹ.u.v.d	47	disprove	disproved	reg
d.ɪ.s.w.eɪ.d	d.ɪ.s.w.eɪ.d.ɪ.d	47	dissuade	dissuaded	reg
d.w.ɔ.ɹ.f	d.w.ɔ.ɹ.f.t	47	dwarf	dwarfed	reg
ɪ.v.ɪ.k.t	ɪ.v.ɪ.k.t.ɪ.d	47	evict	evicted	reg
h.ɔ.k	h.ɔ.k.t	47	hawk	hawked	reg
dʒ.ɑ.t	dʒ.ɑ.t.ɪ.d	47	jot	jotted	reg
p.ɛ.n	p.ɛ.n.d	47	pen	penned	reg
ɹ.i.dʒ.ɛ.n.ɚ.eɪ.t	ɹ.i.dʒ.ɛ.n.ɚ.eɪ.t.ɪ.d	47	regenerate	regenerated	reg
ɹ.i.ɪ.t.ɚ.eɪ.t	ɹ.i.ɪ.t.ɚ.eɪ.t.ɪ.d	47	reiterate	reiterated	reg
ɹ.ɪ.p.ɛ.n.t	ɹ.ɪ.p.ɛ.n.t.ɪ.d	47	repent	repented	reg
s.k.ɹ.ɔ.l	s.k.ɹ.ɔ.l.d	47	scrawl	scrawled	reg
s.p.ɔ.ɹ.t	s.p.ɔ.ɹ.t.ɪ.d	47	sport	sported	reg
s.t.ʌ.b	s.t.ʌ.b.d	47	stub	stubbed	reg
t.i.t.ɚ	t.i.t.ɚ.d	47	teeter	teetered	reg
t.ɪ.p.ʌ.f.aɪ	t.ɪ.p.ʌ.f.aɪ.d	47	typify	typified	reg
ʌ.v.eɪ.l	ʌ.v.eɪ.l.d	46	avail	availed	reg
