Present_Transcription	Past_Transcription
d.ɪ.s.ɛ.n.t.ɹ.ʌ.l.aɪ.z	d.ɪ.s.ɛ.n.t.ɹ.ʌ.l.aɪ.z.d
d.ɪ.f.j.u.s	d.ɪ.f.j.u.z.d
d.ɪ.s.g.ɹ.eɪ.s	d.ɪ.s.g.ɹ.eɪ.s.t
ɛ.m.b.ɪ.t.ɚ	ɛ.m.b.ɪ.t.ɚ.d
ɪ.m.p.aʊ.ɚ	ɪ.m.p.aʊ.ɚ.d
f.ɔ.ɹ.k	f.ɔ.ɹ.k.t
f.ɔ.ɹ.m.ʌ.l.aɪ.z	f.ɔ.ɹ.m.ʌ.l.aɪ.z.d
f.ɹ.i.k.w.ʌ.n.t	f.ɹ.i.k.w.ʌ.n.t.ɪ.d
ɪ.n.s.t.ɪ.t.u.t	ɪ.n.s.t.ɪ.t.u.t.ɪ.d
l.ɛ.v.i	l.ɛ.v.i.d
l.oʊ.k.ʌ.l.aɪ.z	l.oʊ.k.ʌ.l.aɪ.z.d
p.oʊ.l.ɚ.aɪ.z	p.oʊ.l.ɚ.aɪ.z.d
p.ɹ.oʊ.l.ɪ.f.ɚ.eɪ.t	p.ɹ.ʌ.l.ɪ.f.ɚ.eɪ.t.ɪ.d
ɹ.i.ʌ.f.ɚ.m	ɹ.i.ʌ.f.ɚ.m.d
ɹ.i.s.ɚ.tʃ	ɹ.i.s.ɚ.tʃ.t
s.p.ɹ.ɪ.n.t	s.p.ɹ.ɪ.n.t.ɪ.d
s.t.ʌ.m.p	s.t.ʌ.m.p.t
s.w.i.t.ʌ.n	s.w.i.t.ʌ.n.d
t.ɪ.n.dʒ	t.ɪ.ŋ.d
ʌ.n.ɹ.oʊ.l	ʌ.n.ɹ.oʊ.l.d
j.u.s.ɚ.p	j.u.s.ɚ.p.t
v.ɛ.t	v.ɛ.t.ɪ.d
æ.m.b.ʊ.ʃ	æ.m.b.ʊ.ʃ.t
b.ɑ.m.b.ɑ.ɹ.d	b.ɑ.m.b.ɑ.ɹ.d.ɪ.d
d.ɛ.l.ʌ.g.eɪ.t	d.ɛ.l.ʌ.g.eɪ.t.ʌ.d
d.ɪ.s.ɛ.m.ʌ.n.eɪ.t	d.ɪ.s.ɛ.m.ʌ.n.eɪ.t.ʌ.d
ɛ.n.l.aɪ.t.ʌ.n	ɛ.n.l.aɪ.t.ʌ.n.d
ɛ.n.l.aɪ.v.ʌ.n	ɛ.n.l.aɪ.v.ʌ.n.d
f.ɛ.ð.ɚ	f.ɛ.ð.ɚ.d
f.ʌ.l.eɪ	f.ɪ.l.ʌ.t.ɪ.d
g.æ.s	g.æ.s.t
g.l.ɔ.ɹ.ʌ.f.aɪ	g.l.ɔ.ɹ.ʌ.f.aɪ.d
ɪ.n.t.ɚ.t.w.aɪ.n	ɪ.n.t.ɚ.t.w.aɪ.n.d
l.ɛ.dʒ.ɪ.s.l.eɪ.t	l.ɛ.dʒ.ʌ.s.l.eɪ.t.ʌ.d
m.eɪ.m	m.eɪ.m.d
m.ɑ.d.ɚ.ʌ.t	m.ɑ.d.ɚ.eɪ.t.ɪ.d
oʊ.v.ɚ.ɛ.s.t.ʌ.m.eɪ.t	oʊ.v.ɚ.ɛ.s.t.ʌ.m.eɪ.t.ɪ.d
p.l.ʌ.m.p	p.l.ʌ.m.p.t
p.ɚ.p.ɔ.ɹ.t	p.ɚ.p.ɔ.ɹ.t.ɪ.d
s.k.eɪ.t	s.k.eɪ.t.ɪ.d
s.t.i.l	s.t.i.l.d
t.ɹ.ɪ.k	t.ɹ.ɪ.k.t
v.eɪ.k.eɪ.t	v.eɪ.k.eɪ.t.ʌ.d
w.ɑ.f.t	w.ɑ.f.t.ɪ.d
j.æ.ŋ.k	j.æ.ŋ.k.t
ɑ	ɔ.d
b.ɪ.l.ɪ.t.ʌ.l	b.ɪ.l.ɪ.t.ʌ.l.d
b.ɪ.l	b.ɪ.l.d
b.ʌ.dʒ	b.ʌ.dʒ.d
b.ʌ.t.ɚ	b.ʌ.t.ɚ.d
k.ɹ.ɪ.n.dʒ	k.ɹ.ɪ.n.dʒ.d
d.ɪ.s.p.ɹ.u.v	d.ɪ.s.p.ɹ.u.v.d
d.ɪ.s.w.eɪ.d	d.ɪ.s.w.eɪ.d.ɪ.d
d.w.ɔ.ɹ.f	d.w.ɔ.ɹ.f.t
ɪ.v.ɪ.k.t	ɪ.v.ɪ.k.t.ɪ.d
h.ɔ.k	h.ɔ.k.t
dʒ.ɑ.t	dʒ.ɑ.t.ɪ.d
p.ɛ.n	p.ɛ.n.d
ɹ.i.dʒ.ɛ.n.ɚ.eɪ.t	ɹ.i.dʒ.ɛ.n.ɚ.eɪ.t.ɪ.d
ɹ.i.ɪ.t.ɚ.eɪ.t	ɹ.i.ɪ.t.ɚ.eɪ.t.ɪ.d
ɹ.ɪ.p.ɛ.n.t	ɹ.ɪ.p.ɛ.n.t.ɪ.d
s.k.ɹ.ɔ.l	s.k.ɹ.ɔ.l.d
s.p.ɔ.ɹ.t	s.p.ɔ.ɹ.t.ɪ.d
s.t.ʌ.b	s.t.ʌ.b.d
t.i.t.ɚ	t.i.t.ɚ.d
t.ɪ.p.ʌ.f.aɪ	t.ɪ.p.ʌ.f.aɪ.d
ʌ.v.eɪ.l	ʌ.v.eɪ.l.d
b.ɑ.s	b.ɑ.s.t
k.ʌ.dʒ.oʊ.l	k.ʌ.dʒ.oʊ.l.d
k.ʌ.n.k.ɑ.k.t	k.ʌ.n.k.ɑ.k.t.ʌ.d
k.ʌ.n.s.t.ɹ.ɪ.k.t	k.ʌ.n.s.t.ɹ.ɪ.k.t.ʌ.d
ɛ.n.k.ɹ.ʌ.s.t	ɛ.n.k.ɹ.ʌ.s.t.ɪ.d
ɛ.k.s.h.eɪ.l	ɛ.k.s.h.eɪ.l.d
f.ɛ.ɹ.i	f.ɛ.ɹ.i.d
f.ɹ.ɔ.s.t	f.ɹ.ɔ.s.t.ʌ.d
h.i.d	h.i.d.ʌ.d
ɪ.n.t.ɚ	ɪ.n.t.ɚ.d
l.i.s	l.i.s.t
aʊ.t.s.t.ɹ.ɪ.p	aʊ.t.s.t.ɹ.ɪ.p.t
oʊ.v.ɚ.ɹ.ʌ.n	oʊ.v.ɚ.ɹ.æ.n
p.ɛ.t	p.ɛ.t.ʌ.d
p.aʊ.d.ɚ	p.aʊ.d.ɚ.d
ɹ.æ.t.ʌ.f.aɪ	ɹ.æ.t.ʌ.f.aɪ.d
s.ʌ.l.ɪ.s.ɪ.t	s.ʌ.l.ɪ.s.ɪ.t.ɪ.d
s.t.eɪ.k	s.t.eɪ.k.t
s.u.p.ɚ.ʌ.m.p.oʊ.z	s.u.p.ɚ.ʌ.m.p.oʊ.z.d
t.ɑ.ɹ.n.ɪ.ʃ	t.ɑ.ɹ.n.ɪ.ʃ.t
t.ɪ.ŋ.k.ɚ	t.ɪ.ŋ.k.ɚ.d
ʌ.n.ɚ.θ	ʌ.n.ɚ.θ.t
ʌ.p	ʌ.p.t
v.ɛ.n.t	v.ɛ.n.t.ɪ.d
ʌ.d.ɪ.k.t	ʌ.d.ɪ.k.t.ɪ.d
b.ɚ.dʒ.ʌ.n	b.ɚ.dʒ.ʌ.n.d
k.ɑ.b.ʌ.l	k.ɑ.b.ʌ.l.d
k.ɑ.n.s.ʌ.k.ɹ.eɪ.t	k.ɑ.n.s.ʌ.k.ɹ.eɪ.t.ʌ.d
k.ʌ.n.s.aɪ.n	k.ʌ.n.s.aɪ.n.d
ɛ.n.dʒ.ʌ.n.ɪ.ɹ	ɛ.n.dʒ.ʌ.n.i.ɹ.d
i.k.w.ʌ.l.aɪ.z	i.k.w.ʌ.l.aɪ.z.d
ɛ.v.ʌ.d.ʌ.n.s	ɛ.v.ɪ.d.ʌ.n.s.t
f.ɛ.n.s	f.ɛ.n.s.t
f.l.ɔ	f.l.ɔ.d
ɪ.n.s.aɪ.t	ɪ.n.s.aɪ.t.ɪ.d
m.ɛ.z.m.ɚ.aɪ.z	m.ɛ.z.m.ɚ.aɪ.z.d
p.i.k	p.i.k.t
p.oʊ.l	p.oʊ.l.d
p.ɹ.ɑ.p.ʌ.g.eɪ.t	p.ɹ.ɑ.p.ʌ.g.eɪ.t.ɪ.d
p.ɹ.u.n	p.ɹ.u.n.d
s.ɪ.k.ʌ.n	s.ɪ.k.ʌ.n.d
v.æ.l.ʌ.d.eɪ.t	v.æ.l.ʌ.d.eɪ.t.ʌ.d
ʌ.l.aɪ.n	ʌ.l.aɪ.n.d
ʌ.s.w.eɪ.dʒ	ʌ.s.w.eɪ.dʒ.d
k.ʌ.n.v.i.n	k.ʌ.n.v.i.n.d
d.ɑ.ɹ.n	d.ɑ.ɹ.n.d
d.eɪ.d.ɹ.i.m	d.eɪ.d.ɹ.i.m.d
d.ʌ.l	d.ʌ.l.d
ɛ.n.ʃ.ɹ.aɪ.n	ɛ.n.ʃ.ɹ.aɪ.n.d
f.ɔ.ɹ.t.ɛ.l	f.ɔ.ɹ.t.oʊ.l.d
g.aʊ.dʒ	g.aʊ.dʒ.d
h.ɔ.ɹ.d	h.ɔ.ɹ.d.ɪ.d
l.u.s	l.u.s.t
m.ɪ.s.p.l.eɪ.s	m.ɪ.s.p.l.eɪ.s.t
aʊ.t.w.ɪ.t	aʊ.t.w.ɪ.t.ʌ.d
oʊ.v.ɚ.s.i	oʊ.v.ɚ.s.ɔ
p.ɹ.oʊ.k.j.ʊ.ɹ	p.ɹ.oʊ.k.j.ʊ.ɹ.d
s.oʊ.b.ɚ	s.oʊ.b.ɚ.d
s.p.æ.ŋ.k	s.p.æ.ŋ.k.t
s.p.ɚ.n	s.p.ɚ.n.d
z.ɪ.p	z.ɪ.p.t
ʌ.n.aɪ.ʌ.l.eɪ.t	ʌ.n.aɪ.ʌ.l.eɪ.t.ɪ.d
b.l.ɛ.ɹ	b.l.ɛ.ɹ.d
b.ɹ.oʊ.tʃ	b.ɹ.oʊ.tʃ.t
k.ɑ.ŋ.g.ɹ.ʌ.g.eɪ.t	k.ɑ.ŋ.g.ɹ.ɪ.g.eɪ.t.ɪ.d
k.ʊ.ʃ.ʌ.n	k.ʊ.ʃ.ʌ.n.d
d.æ.b.ʌ.l	d.æ.b.ʌ.l.d
d.ʌ.b.eɪ.s	d.ʌ.b.eɪ.s.t
d.ɪ.ɹ.eɪ.n.dʒ	d.ɪ.ɹ.eɪ.n.dʒ.d
d.ɪ.s.f.ɪ.g.j.ɚ	d.ɪ.s.f.ɪ.g.j.ɚ.d
ɪ.s.p.aʊ.z	ɪ.s.p.aʊ.z.d
f.ɔ.l.t	f.ɔ.l.t.ɪ.d
m.ʌ.n.ɑ.p.ʌ.l.aɪ.z	m.ʌ.n.ɑ.p.ʌ.l.aɪ.z.d
p.i	p.i.d
ɹ.i.u.n.aɪ.t	ɹ.i.u.n.aɪ.t.ɪ.d
ɹ.i.v.aɪ.t.ʌ.l.aɪ.z	ɹ.i.v.aɪ.t.ʌ.l.aɪ.z.d
s.p.aɪ.s	s.p.aɪ.s.t
t.æ.k	t.æ.k.t
t.oʊ.l	t.oʊ.l.d
w.eɪ.t	w.eɪ.t.ɪ.d
ʌ.b.eɪ.t	ʌ.b.eɪ.t.ɪ.d
æ.m.b.ʌ.l	æ.m.b.ʌ.l.d
ʌ.p.ɹ.ɑ.k.s.ʌ.m.ʌ.t	ʌ.p.ɹ.ɑ.k.s.ʌ.m.eɪ.t.ʌ.d
b.eɪ.t	b.eɪ.t.ɪ.d
f.j.u.m	f.j.u.m.d
g.æ.l.v.ʌ.n.aɪ.z	g.æ.l.v.ʌ.n.aɪ.z.d
h.ɔ.s.p.ɪ.t.ʌ.l.aɪ.z	h.ɑ.s.p.ɪ.t.ʌ.l.aɪ.z.d
h.j.u.m.ʌ.n.aɪ.z	h.j.u.m.ʌ.n.aɪ.z.d
ɪ.n.t.ɚ.ɹ.ɪ.l.eɪ.t	ɪ.n.t.ɚ.ɹ.ɪ.l.eɪ.t.ɪ.d
ɪ.n.t.ɑ.k.s.ʌ.k.eɪ.t	ɪ.n.t.ɑ.k.s.ʌ.k.eɪ.t.ʌ.d
n.aɪ.f	n.aɪ.f.t
p.ɚ.t.ɚ.b	p.ɚ.t.ɚ.b.d
ɹ.i.p.l.ɛ.n.ɪ.ʃ	ɹ.i.p.l.ɛ.n.ɪ.ʃ.t
s.æ.b.ʌ.t.ɑ.ʒ	s.æ.b.ʌ.t.ɑ.ʒ.d
ʃ.æ.k.ʌ.l	ʃ.æ.k.ʌ.l.d
ʃ.ʌ.n.t	ʃ.ʌ.n.t.ɪ.d
s.ɪ.z.ʌ.l	s.ɪ.z.ʌ.l.d
s.l.ɑ.t	s.l.ɑ.t.ɪ.d
θ.ʌ.m	θ.ʌ.m.d
t.ɪ.n.t	t.ɪ.n.t.ɪ.d
w.ɪ.t.ʌ.l	w.ɪ.t.ʌ.l.d
ʌ.m.æ.l.g.ʌ.m.eɪ.t	ʌ.m.æ.l.g.ʌ.m.eɪ.t.ɪ.d
b.eɪ	b.eɪ.d
b.ɹ.æ.n.d.ɪ.ʃ	b.ɹ.æ.n.d.ɪ.ʃ.t
k.eɪ.k	k.eɪ.k.t
k.ɑ.ɹ.p.ʌ.t	k.ɑ.ɹ.p.ʌ.t.ɪ.d
k.ɑ.ʃ.ʌ.n	k.ɑ.ʃ.ʌ.n.d
k.l.ɪ.n.tʃ	k.l.ɪ.n.tʃ.t
k.ʌ.v.ʌ.t	k.ʌ.v.ʌ.t.ɪ.d
k.ʌ.f	k.ʌ.f.t
d.ʌ.b.ɪ.l.ʌ.t.eɪ.t	d.ʌ.b.ɪ.l.ʌ.t.eɪ.t.ɪ.d
d.i.p.ɹ.eɪ.v	d.i.p.ɹ.eɪ.v.d
d.aɪ.l.eɪ.t	d.aɪ.l.eɪ.t.ɪ.d
d.aɪ.s.ɛ.k.t	d.aɪ.s.ɛ.k.t.ʌ.d
ɪ.l.ɛ.k.t.ɹ.ʌ.f.aɪ	ɪ.l.ɛ.k.t.ɹ.ʌ.f.aɪ.d
ɪ.n.k.ɹ.oʊ.tʃ	ɪ.n.k.ɹ.oʊ.tʃ.t
ɪ.k.s.t.ɚ.m.ʌ.n.eɪ.t	ɪ.k.s.t.ɚ.m.ʌ.n.eɪ.t.ɪ.d
g.oʊ.d	g.oʊ.d.ɪ.d
ɪ.n.tʃ	ɪ.n.tʃ.t
ɪ.n.t.ɚ.dʒ.ɛ.k.t	ɪ.n.t.ɚ.dʒ.ɛ.k.t.ɪ.d
dʒ.æ.ŋ.g.ʌ.l	dʒ.æ.ŋ.g.ʌ.l.d
k.ɪ.n.d.ʌ.l	k.ɪ.n.d.ʌ.l.d
m.ɔɪ.s.ʌ.n	m.ɔɪ.s.ʌ.n.d
ɔ.ɹ.k.ɪ.s.t.ɹ.eɪ.t	ɔ.ɹ.k.ɪ.s.t.ɹ.eɪ.t.ɪ.d
aʊ.s.t	aʊ.s.t.ɪ.d
oʊ.v.ɚ.w.ɚ.k	oʊ.v.ɚ.w.ɚ.k.t
p.eɪ.v	p.eɪ.v.d
ɹ.æ.n.t	ɹ.æ.n.t.ʌ.d
ɹ.i.m.ɛ.ɹ.i	ɹ.i.m.ɛ.ɹ.i.d
s.aʊ.ɚ	s.aʊ.ɚ.d
s.p.j.u	s.p.j.u.d
s.t.ɑ.m.p	s.t.ɑ.m.p.t
t.æ.k.s.i	t.æ.k.s.i.d
t.ɹ.ɛ.b.ʌ.l	t.ɹ.ɛ.b.ʌ.l.d
v.i.t.oʊ	v.i.t.oʊ.d
æ.b.d.ʌ.k.eɪ.t	æ.b.d.ʌ.k.eɪ.t.ʌ.d
b.æ.n.d	b.æ.n.d.ɪ.d
k.æ.t.ʌ.l.ɔ.g	k.æ.t.ʌ.l.ɔ.g.d
k.ʌ.n.s.t.ɹ.u	k.ʌ.n.s.t.ɹ.u.d
d.ɪ.l.ɪ.b.ɚ.ʌ.t	d.ɪ.l.ɪ.b.ɚ.eɪ.t.ɪ.d
f.ɔ.ɹ.s.eɪ.k	f.ɔ.ɹ.s.ʊ.k
ɪ.n.f.l.eɪ.m	ɪ.n.f.l.eɪ.m.d
dʒ.ɚ.n.i	dʒ.ɚ.n.i.d
m.ɑ.ɹ.ʃ.ʌ.l	m.ɑ.ɹ.ʃ.ʌ.l.d
n.ɛ.s.t	n.ɛ.s.t.ʌ.d
p.æ.m.p.ɚ	p.æ.m.p.ɚ.d
p.ɚ.s.ʌ.n.ʌ.l.aɪ.z	p.ɚ.s.ʌ.n.ʌ.l.aɪ.z.d
p.ɹ.ɛ.ʃ.ɚ	p.ɹ.ɛ.ʃ.ɚ.d
ɹ.eɪ.v	ɹ.eɪ.v.d
ʃ.eɪ.m	ʃ.eɪ.m.d
ʃ.ʌ.t.ɚ	ʃ.ʌ.t.ɚ.d
t.eɪ.n.t	t.eɪ.n.t.ɪ.d
t.æ.n.t.ʌ.l.aɪ.z	t.æ.n.t.ʌ.l.aɪ.z.d
ʌ.p.oʊ.l.s.t.ɚ	ʌ.p.oʊ.l.s.t.ɚ.d
æ.b.h.ɔ.ɹ	ʌ.b.h.ɔ.ɹ.d
ʌ.m.æ.s	ʌ.m.æ.s.t
b.l.ʌ.f	b.l.ʌ.f.t
tʃ.eɪ.f	tʃ.eɪ.f.t
k.ʌ.n.k.ɚ	k.ʌ.n.k.ɚ.d
k.ɚ.ɑ.b.ɚ.eɪ.t	k.ɚ.ɑ.b.ɚ.eɪ.t.ɪ.d
k.ɹ.æ.m.p	k.ɹ.æ.m.p.t
d.ɪ.f.l.eɪ.t	d.ɪ.f.l.eɪ.t.ɪ.d
ɪ.g.z.æ.k.t	ɪ.g.z.æ.k.t.ɪ.d
g.ɹ.æ.f.t	g.ɹ.æ.f.t.ɪ.d
ɪ.n.s.t.ʌ.g.eɪ.t	ɪ.n.s.t.ʌ.g.eɪ.t.ɪ.d
dʒ.ʌ.g.ʌ.l	dʒ.ʌ.g.ʌ.l.d
l.i.g.ʌ.l.aɪ.z	l.i.g.ʌ.l.aɪ.z.d
l.ʌ.m.p	l.ʌ.m.p.t
m.ɔ.ɹ.g.ʌ.dʒ	m.ɔ.ɹ.g.ɪ.dʒ.d
n.ɛ.k	n.ɛ.k.t
p.ɛ.l.t	p.ɛ.l.t.ɪ.d
p.l.ʌ.n.d.ɚ	p.l.ʌ.n.d.ɚ.d
ɹ.i.k.ɔɪ.l	ɹ.i.k.ɔɪ.l.d
ɹ.ɛ.z.ɚ.ɛ.k.t	ɹ.ɛ.z.ɚ.ɛ.k.t.ɪ.d
s.k.æ.n.d.ʌ.l.aɪ.z	s.k.æ.n.d.ʌ.l.aɪ.z.d
s.aɪ.d.ʌ.l	s.aɪ.d.ʌ.l.d
s.ʌ.l.ɪ.d.ʌ.f.aɪ	s.ʌ.l.ɪ.d.ʌ.f.aɪ.d
s.ɚ.m.aɪ.z	s.ɚ.m.aɪ.z.d
t.ɛ.l.ʌ.v.aɪ.z	t.ɛ.l.ʌ.v.aɪ.z.d
ʌ.n.z.ɪ.p	ʌ.n.z.ɪ.p.t
ʌ.l.eɪ	ʌ.l.eɪ.d
b.ɪ.f.ɹ.ɛ.n.d	b.ɪ.f.ɹ.ɛ.n.d.ɪ.d
b.ɪ.g.ɛ.t	b.i.g.ɔ.t
b.l.ʌ.n.t	b.l.ʌ.n.t.ʌ.d
k.ɹ.eɪ.n	k.ɹ.eɪ.n.d
d.i.f.ɛ.k.t	d.ɪ.f.ɛ.k.t.ɪ.d
d.ɛ.n.ʌ.g.ɹ.eɪ.t	d.ɛ.n.ɪ.g.ɹ.eɪ.t.ɪ.d
d.ɪ.s.k.ʌ.n.t.ɪ.n.j.u	d.ɪ.s.k.ʌ.n.t.ɪ.n.j.u.d
d.ɪ.s.p.ɛ.ɹ.ɪ.dʒ	d.ɪ.s.p.ɛ.ɹ.ɪ.dʒ.d
d.ɪ.v.ʌ.l.dʒ	d.ɪ.v.ʌ.l.dʒ.d
ɛ.n.s.l.eɪ.v	ɛ.n.s.l.eɪ.v.d
f.ɔ.l.s.ʌ.f.aɪ	f.ɔ.l.s.ʌ.f.aɪ.d
f.ɑ.s.ʌ.l.aɪ.z	f.ɑ.s.ʌ.l.aɪ.z.d
g.l.i.n	g.l.i.n.d
ɪ.ɹ.ʌ.g.eɪ.t	ɪ.ɹ.ʌ.g.eɪ.t.ɪ.d
l.æ.n.d.s.k.eɪ.p	l.æ.n.d.s.k.eɪ.p.t
l.ɔ.n.d.ɚ	l.ɔ.n.d.ɚ.d
l.oʊ.n	l.oʊ.n.d
p.æ.t.ɚ	p.æ.t.ɚ.d
p.ɚ.p.ʌ.t.ɹ.eɪ.t	p.ɚ.p.ʌ.t.ɹ.eɪ.t.ɪ.d
p.ɛ.s.t.ɚ	p.ɛ.s.t.ɚ.d
ɹ.æ.n.s.æ.k	ɹ.æ.n.s.æ.k.t
ɹ.i.n.eɪ.m	ɹ.i.n.eɪ.m.d
ɹ.aʊ.t	ɹ.u.t.ɪ.d
s.ɛ.g.ɹ.ʌ.g.eɪ.t	s.ɛ.g.ɹ.ʌ.g.eɪ.t.ɪ.d
s.p.ʌ.n.dʒ	s.p.ʌ.n.dʒ.d
s.ʌ.b.ɔ.ɹ.d.ʌ.n.eɪ.t	s.ʌ.b.ɔ.ɹ.d.ʌ.n.eɪ.t.ɪ.d
s.w.ɑ.ð	s.w.ɑ.ð.d
θ.ɹ.ɔ.ŋ	θ.ɹ.ɔ.ŋ.d
w.ɛ.dʒ	w.ɛ.dʒ.d
w.ɪ.z	w.ɪ.z.d
ʌ.f.ɹ.ʌ.n.t	ʌ.f.ɹ.ʌ.n.t.ɪ.d
b.ɑ.n.d	b.ɑ.n.d.ʌ.d
tʃ.ʌ.g	tʃ.ʌ.g.d
d.ɪ.l.i.t	d.ɪ.l.i.t.ʌ.d
d.ɪ.s.b.æ.n.d	d.ɪ.s.b.æ.n.d.ɪ.d
d.ɪ.s.k.ʌ.n.ɛ.k.t	d.ɪ.s.k.ʌ.n.ɛ.k.t.ɪ.d
d.ɪ.s.ɔ.ɹ.g.ʌ.n.aɪ.z	d.ɪ.s.ɔ.ɹ.g.ʌ.n.aɪ.z.d
d.ɪ.v.ɚ.dʒ	d.aɪ.v.ɚ.dʒ.d
d.aʊ.s	d.aʊ.s.t
d.ɹ.oʊ.n	d.ɹ.oʊ.n.d
ɛ.b	ɛ.b.ʌ.d
ɪ.k.l.ɪ.p.s	ɪ.k.l.ɪ.p.s.t
ɪ.g.z.ɛ.m.p.t	ɪ.g.z.ɛ.m.p.t.ɪ.d
f.ɛ.s.t.ɚ	f.ɛ.s.t.ɚ.d
f.l.ʌ.s.t.ɚ	f.l.ʌ.s.t.ɚ.d
ɪ.n.t.ɚ.n	ɪ.n.t.ɚ.n.d
l.i.f	l.i.f.t
l.ɪ.k.w.ɪ.d.eɪ.t	l.ɪ.k.w.ɪ.d.eɪ.t.ɪ.d
m.aʊ.θ	m.aʊ.ð.d
oʊ.v.ɚ.s.ɪ.m.p.l.ɪ.f.aɪ	oʊ.v.ɚ.s.ɪ.m.p.l.ɪ.f.aɪ.d
p.ɚ.s.ɑ.n.ʌ.f.aɪ	p.ɚ.s.ɑ.n.ʌ.f.aɪ.d
ɹ.ɛ.k.t.ʌ.f.aɪ	ɹ.ɛ.k.t.ʌ.f.aɪ.d
s.n.ʌ.f	s.n.ʌ.f.t
s.t.ɪ.p.j.ʌ.l.eɪ.t	s.t.ɪ.p.j.ʌ.l.eɪ.t.ɪ.d
t.ɔ.n.t	t.ɔ.n.t.ɪ.d
ʌ.p.g.ɹ.eɪ.d	ʌ.p.g.ɹ.eɪ.d.ʌ.d
ɹ.ɛ.s.t	ɹ.ɛ.s.t.ɪ.d
æ.k.s.i.d	æ.k.s.i.d.ɪ.d
ʌ.k.l.eɪ.m	ʌ.k.l.eɪ.m.d
b.eɪ.s.t	b.eɪ.s.t.ʌ.d
k.æ.t.ʌ.g.ɚ.aɪ.z	k.æ.t.ʌ.g.ɚ.aɪ.z.d
k.ɑ.m.p.l.ʌ.m.ɛ.n.t	k.ɑ.m.p.l.ʌ.m.ɛ.n.t.ɪ.d
d.ɪ.f.j.u.z	d.ɪ.f.j.u.z.d
d.ɛ.t.ʌ.n.eɪ.t	d.ɛ.t.ʌ.n.eɪ.t.ʌ.d
d.ɪ.s.m.ɛ.m.b.ɚ	d.ɪ.s.m.ɛ.m.b.ɚ.d
d.ɪ.s.k.w.ɑ.l.ʌ.f.aɪ	d.ɪ.s.k.w.ɑ.l.ʌ.f.aɪ.d
d.ɪ.s.t.ɛ.n.d	d.ɪ.s.t.ɛ.n.d.ɪ.d
ɪ.ɹ.m.ɑ.ɹ.k	ɪ.ɹ.m.ɑ.ɹ.k.t
ɪ.k.s.t.oʊ.l	ɪ.k.s.t.oʊ.l.d
f.ɹ.ʌ.n.t	f.ɹ.ʌ.n.t.ɪ.d
g.ɑ.ɹ.n.ɪ.ʃ	g.ɑ.ɹ.n.ɪ.ʃ.t
h.aʊ.n.d	h.aʊ.n.d.ɪ.d
ɪ.g.n.aɪ.t	ɪ.g.n.aɪ.t.ɪ.d
ɪ.m.p.ɹ.ɛ.g.n.eɪ.t	ɪ.m.p.ɹ.ɛ.g.n.eɪ.t.ʌ.d
ɪ.n.f.ɛ.s.t	ɪ.n.f.ɛ.s.t.ɪ.d
dʒ.ɑ.ɹ	dʒ.ɑ.ɹ.d
l.æ.ŋ.g.w.ɪ.ʃ	l.æ.ŋ.g.w.ɪ.ʃ.t
ɔ.ɹ.b.ʌ.t	ɔ.ɹ.b.ʌ.t.ʌ.d
ɑ.s.ʌ.l.eɪ.t	ɑ.s.ʌ.l.eɪ.t.ʌ.d
k.w.ɛ.l	k.w.ɛ.l.d
ɹ.ɪ.v.ɚ.b.ɚ.ʌ.t	ɹ.ɪ.v.ɚ.b.ɚ.eɪ.t.ɪ.d
s.k.ʌ.f	s.k.ʌ.f.t
s.ɛ.g.m.ʌ.n.t	s.ɛ.g.m.ɛ.n.t.ɪ.d
s.ʌ.b.v.ɚ.t	s.ʌ.b.v.ɚ.t.ɪ.d
ʌ.b.ɹ.i.v.i.eɪ.t	ʌ.b.ɹ.i.v.i.eɪ.t.ɪ.d
ʌ.b.ɔ.ɹ.t	ʌ.b.ɔ.ɹ.t.ɪ.d
ʌ.b.z.ɑ.l.v	ʌ.b.z.ɑ.l.v.d
æ.d.m.ɑ.n.ɪ.ʃ	ʌ.d.m.ɑ.n.ɪ.ʃ.t
b.æ.g	b.æ.g.d
b.ɪ.l.aɪ	b.ɪ.l.aɪ.d
k.eɪ.dʒ	k.eɪ.dʒ.d
k.aʊ.tʃ	k.aʊ.tʃ.t
k.ɹ.eɪ.z	k.ɹ.eɪ.z.d
d.ɪ.k.oʊ.d	d.ɪ.k.oʊ.d.ʌ.d
ɛ.n.m.ɛ.ʃ	ɛ.n.m.ɛ.ʃ.t
h.æ.g.ʌ.l	h.æ.g.ʌ.l.d
h.oʊ.l	h.oʊ.l.d
ɪ.n.s.ɛ.n.s	ɪ.n.s.ɛ.n.s.t
m.ɑ.l.ʌ.f.aɪ	m.ɑ.l.ʌ.f.aɪ.d
n.ɪ.g.eɪ.t	n.i.g.eɪ.t.ɪ.d
n.ɪ.k	n.ɪ.k.t
aʊ.t.l.ɪ.v	aʊ.t.l.ɪ.v.d
p.ʌ.t.ɪ.ʃ.ʌ.n	p.ʌ.t.ɪ.ʃ.ʌ.n.d
p.l.eɪ.t	p.l.eɪ.t.ʌ.d
p.ɑ.p.j.ʌ.l.ɚ.aɪ.z	p.ɑ.p.j.ʌ.l.ɚ.aɪ.z.d
p.ɑ.z.ʌ.t	p.ɑ.z.ʌ.t.ʌ.d
